TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
15:30:11.138,-0.20381093,0.111065224,-0.2327652,0.23329253,-0.031635772,-0.52476996,-0.534098,0.054477833,0.49456745,0.038820796,-0.0877338,0.5147222,0.5091305,-0.07530235,-0.15595086,0.67641675,0.1583788,-0.31395546,-0.3873535,0.4507603,801.02563,803.44324,804.65204,782.0879,673.69965,-0.2901611328125,0.03118896484375,0.95196533203125,2.130889892578125,-2.76641845703125,0.844879150390625,1.0,1.0,1.0,1.0,1.0,85.0,event
15:30:11.139,-0.19834283,0.07709815,-0.25303867,0.22787128,0.015777556,-0.5565197,-0.5333052,0.08982734,0.5250091,0.059133872,-0.0877338,0.6285077,0.50378615,-0.07537158,-0.15570737,0.6499484,0.15917683,-0.30802637,-0.3848144,0.4399926,803.44324,807.0696,805.8608,791.3553,732.9304,-0.2901611328125,0.03118896484375,0.95196533203125,2.130889892578125,-2.76641845703125,0.844879150390625,1.0,1.0,1.0,1.0,1.0,85.0,event
15:30:11.143,-0.19834283,0.07709815,-0.25303867,0.22787128,0.015777556,-0.5565197,-0.5333052,0.08982734,0.5250091,0.059133872,-0.0877338,0.6285077,0.50378615,-0.07537158,-0.15570737,0.6499484,0.15917683,-0.30802637,-0.3848144,0.4399926,794.57874,811.50183,807.0696,793.36993,733.3333,-0.2901611328125,0.03118896484375,0.95196533203125,2.130889892578125,-2.76641845703125,0.844879150390625,1.0,1.0,1.0,1.0,1.0,85.0,event
15:30:11.144,-0.19834283,0.07709815,-0.25303867,0.22787128,0.015777556,-0.5565197,-0.5333052,0.08982734,0.5250091,0.059133872,-0.0877338,0.6285077,0.50378615,-0.07537158,-0.15570737,0.6499484,0.15917683,-0.30802637,-0.3848144,0.4399926,787.326,812.3077,805.05493,796.1905,806.26373,-0.2901611328125,0.03118896484375,0.95196533203125,2.130889892578125,-2.76641845703125,0.844879150390625,1.0,1.0,1.0,1.0,1.0,85.0,event
15:30:11.144,-0.19834283,0.07709815,-0.25303867,0.22787128,0.015777556,-0.5565197,-0.5333052,0.08982734,0.5250091,0.059133872,-0.0877338,0.6285077,0.50378615,-0.07537158,-0.15570737,0.6499484,0.15917683,-0.30802637,-0.3848144,0.4399926,789.7436,811.50183,803.8461,795.38464,850.18317,-0.2901611328125,0.03118896484375,0.95196533203125,2.130889892578125,-2.76641845703125,0.844879150390625,1.0,1.0,1.0,1.0,1.0,85.0,event
15:30:11.145,-0.19834283,0.07709815,-0.25303867,0.22787128,0.015777556,-0.5565197,-0.5333052,0.08982734,0.5250091,0.059133872,-0.0877338,0.6285077,0.50378615,-0.07537158,-0.15570737,0.6499484,0.15917683,-0.30802637,-0.3848144,0.4399926,796.5934,801.4286,796.99634,794.57874,1158.4249,-0.2901611328125,0.03118896484375,0.95196533203125,2.130889892578125,-2.76641845703125,0.844879150390625,1.0,1.0,1.0,1.0,1.0,85.0,event
15:30:11.145,-0.19834283,0.07709815,-0.25303867,0.22787128,0.015777556,-0.5565197,-0.5333052,0.08982734,0.5250091,0.059133872,-0.0877338,0.6285077,0.50378615,-0.07537158,-0.15570737,0.6499484,0.15917683,-0.30802637,-0.3848144,0.4399926,791.75824,806.6667,800.6227,784.10254,931.978,-0.2901611328125,0.03118896484375,0.95196533203125,2.130889892578125,-2.76641845703125,0.844879150390625,1.0,1.0,1.0,1.0,1.0,85.0,event
15:30:11.146,-0.19834283,0.07709815,-0.25303867,0.22787128,0.015777556,-0.5565197,-0.5333052,0.08982734,0.5250091,0.059133872,-0.0877338,0.6285077,0.50378615,-0.07537158,-0.15570737,0.6499484,0.15917683,-0.30802637,-0.3848144,0.4399926,799.011,800.2198,799.011,796.1905,887.6557,-0.2901611328125,0.03118896484375,0.95196533203125,2.130889892578125,-2.76641845703125,0.844879150390625,1.0,1.0,1.0,1.0,1.0,85.0,event
15:30:11.146,-0.19834283,0.07709815,-0.25303867,0.22787128,0.015777556,-0.5565197,-0.5333052,0.08982734,0.5250091,0.059133872,-0.0877338,0.6285077,0.50378615,-0.07537158,-0.15570737,0.6499484,0.15917683,-0.30802637,-0.3848144,0.4399926,802.23444,799.41394,801.02563,786.1172,672.49084,-0.2901611328125,0.03118896484375,0.95196533203125,2.130889892578125,-2.76641845703125,0.844879150390625,1.0,1.0,1.0,1.0,1.0,85.0,event
15:30:11.147,-0.19834283,0.07709815,-0.25303867,0.22787128,0.015777556,-0.5565197,-0.5333052,0.08982734,0.5250091,0.059133872,-0.0877338,0.6285077,0.50378615,-0.07537158,-0.15570737,0.6499484,0.15917683,-0.30802637,-0.3848144,0.4399926,796.99634,797.3993,801.02563,795.78754,720.4396,-0.2901611328125,0.03118896484375,0.95196533203125,2.130889892578125,-2.76641845703125,0.844879150390625,1.0,1.0,1.0,1.0,1.0,85.0,event
15:30:11.147,-0.19834283,0.07709815,-0.25303867,0.22787128,0.015777556,-0.5565197,-0.5333052,0.08982734,0.5250091,0.059133872,-0.0877338,0.6285077,0.50378615,-0.07537158,-0.15570737,0.6499484,0.15917683,-0.30802637,-0.3848144,0.4399926,791.3553,800.2198,802.6374,799.41394,730.9158,-0.2901611328125,0.03118896484375,0.95196533203125,2.130889892578125,-2.76641845703125,0.844879150390625,1.0,1.0,1.0,1.0,1.0,85.0,event
15:30:11.148,-0.19834283,0.07709815,-0.25303867,0.22787128,0.015777556,-0.5565197,-0.5333052,0.08982734,0.5250091,0.059133872,-0.0877338,0.6285077,0.50378615,-0.07537158,-0.15570737,0.6499484,0.15917683,-0.30802637,-0.3848144,0.4399926,792.96704,802.6374,810.293,796.5934,753.8828,-0.2901611328125,0.03118896484375,0.95196533203125,2.130889892578125,-2.76641845703125,0.844879150390625,1.0,1.0,1.0,1.0,1.0,85.0,event
15:30:11.171,-0.19834283,0.07709815,-0.25303867,0.22787128,0.015777556,-0.5565197,-0.5333052,0.08982734,0.5250091,0.059133872,-0.0877338,0.6285077,0.50378615,-0.07537158,-0.15570737,0.6499484,0.15917683,-0.30802637,-0.3848144,0.4399926,790.14655,800.2198,809.4872,787.72894,755.09155,-0.29986572265625,0.02996826171875,0.94964599609375,1.906585693359375,-2.534637451171875,1.09161376953125,1.0,1.0,1.0,1.0,1.0,85.0,event
15:30:11.172,-0.19834283,0.07709815,-0.25303867,0.22787128,0.015777556,-0.5565197,-0.5333052,0.08982734,0.5250091,0.059133872,-0.0877338,0.6285077,0.50378615,-0.07537158,-0.15570737,0.6499484,0.15917683,-0.30802637,-0.3848144,0.4399926,788.1319,799.81683,803.0403,786.52014,810.293,-0.29986572265625,0.02996826171875,0.94964599609375,1.906585693359375,-2.534637451171875,1.09161376953125,1.0,1.0,1.0,1.0,1.0,85.0,event
15:30:11.172,-0.19834283,0.07709815,-0.25303867,0.22787128,0.015777556,-0.5565197,-0.5333052,0.08982734,0.5250091,0.059133872,-0.0877338,0.6285077,0.50378615,-0.07537158,-0.15570737,0.6499484,0.15917683,-0.30802637,-0.3848144,0.4399926,787.326,799.011,800.6227,791.75824,780.07324,-0.29986572265625,0.02996826171875,0.94964599609375,1.906585693359375,-2.534637451171875,1.09161376953125,1.0,1.0,1.0,1.0,1.0,85.0,event
