TimeStamp,X,Y,Event
14:33:33.4693,344.2,348.5,fixation
14:33:33.4698,343.8,348.1,fixation
14:33:33.4703,344.0,348.0,fixation
14:33:33.4708,344.7,348.1,fixation
14:33:33.4713,345.4,348.4,fixation
14:33:33.4718,345.4,349.1,fixation
14:33:33.4723,345.0,349.6,fixation
14:33:33.4728,344.6,350.0,fixation
14:33:33.4733,344.3,349.8,fixation
14:33:33.4738,344.5,349.9,fixation
14:33:33.4743,344.6,350.1,fixation
14:33:33.4748,344.8,349.7,fixation
14:33:33.4753,345.0,349.0,fixation
14:33:33.4758,345.2,348.3,fixation
14:33:33.4763,344.9,348.0,fixation
14:33:33.4768,344.6,347.6,fixation
14:33:33.4773,344.3,347.7,fixation
14:33:33.4778,344.4,348.1,fixation
14:33:33.4783,344.6,348.2,fixation
14:33:33.4788,344.7,347.7,fixation
14:33:33.4793,344.6,348.1,fixation
14:33:33.4798,344.5,348.9,fixation
14:33:33.4803,344.3,349.7,fixation
14:33:33.4808,344.1,349.8,fixation
14:33:33.4813,343.9,349.9,fixation
14:33:33.4818,343.7,349.9,fixation
14:33:33.4823,343.6,349.9,fixation
14:33:33.4828,343.7,349.4,fixation
14:33:33.4833,343.8,348.8,fixation
14:33:33.4838,343.8,349.4,fixation
14:33:33.4843,343.7,350.6,fixation
14:33:33.4848,343.5,351.9,fixation
14:33:33.4853,343.6,351.5,fixation
14:33:33.4858,343.6,351.1,fixation
14:33:33.4863,343.5,350.7,fixation
14:33:33.4868,343.2,351.1,fixation
14:33:33.4873,343.0,351.3,fixation
14:33:33.4878,342.8,351.2,fixation
14:33:33.4883,342.8,350.9,fixation
14:33:33.4888,342.7,350.5,fixation
14:33:33.4893,342.8,350.0,fixation
14:33:33.4898,342.8,349.4,fixation
14:33:33.4903,342.7,348.8,fixation
14:33:33.4908,342.6,348.6,fixation
14:33:33.4913,342.4,348.5,fixation
14:33:33.4918,342.2,348.2,fixation
14:33:33.4923,343.3,347.9,fixation
14:33:33.4928,344.5,347.4,fixation
14:33:33.4933,345.5,347.2,fixation
14:33:33.4938,345.4,347.0,fixation
14:33:33.4943,345.0,348.6,fixation
14:33:33.4948,344.6,350.0,fixation
14:33:33.4953,344.0,351.6,fixation
14:33:33.4958,343.3,351.7,fixation
14:33:33.4963,342.8,351.9,fixation
14:33:33.4968,342.6,351.9,fixation
14:33:33.4973,342.4,351.3,fixation
14:33:33.4978,342.0,350.6,fixation
14:33:33.4983,341.7,349.6,fixation
14:33:33.4988,341.5,349.2,fixation
14:33:33.4993,341.7,348.8,fixation
14:33:33.4998,342.3,348.8,fixation
14:33:33.5003,342.8,349.0,fixation
14:33:33.5008,342.9,349.1,fixation
14:33:33.5013,342.5,348.9,fixation
