TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
14:17:11.020,1.0962944,0.7964002,0.6477143,1.2567337,0.93645054,0.22404999,-0.099120766,1.0146039,1.1423026,0.23534906,0.3186237,1.0728804,1.0400819,0.7961452,0.4710183,0.8996485,1.0947208,0.6591909,0.3361483,0.78786474,807.47253,836.4835,820.7692,822.7839,716.0073,-0.35723876953125,0.1424560546875,0.911376953125,0.964508056640625,-2.190704345703125,0.16448974609375,1.0,1.0,1.0,1.0,1.0,95.0,event
14:17:11.021,1.0962944,0.7964002,0.6477143,1.2567337,0.93645054,0.22404999,-0.099120766,1.0146039,1.1423026,0.23534906,0.3186237,1.0728804,1.0400819,0.7961452,0.4710183,0.8996485,1.0947208,0.6591909,0.3361483,0.78786474,796.99634,834.4689,820.3663,803.8461,744.21246,-0.35723876953125,0.1424560546875,0.911376953125,0.964508056640625,-2.190704345703125,0.16448974609375,1.0,1.0,1.0,1.0,1.0,95.0,event
14:17:11.022,1.0962944,0.7964002,0.6477143,1.2567337,0.93645054,0.22404999,-0.099120766,1.0146039,1.1423026,0.23534906,0.3186237,1.0728804,1.0400819,0.7961452,0.4710183,0.8996485,1.0947208,0.6591909,0.3361483,0.78786474,790.54944,833.663,812.71063,798.20514,855.82416,-0.35723876953125,0.1424560546875,0.911376953125,0.964508056640625,-2.190704345703125,0.16448974609375,1.0,1.0,1.0,1.0,1.0,95.0,event
14:17:11.023,1.0962944,0.7964002,0.6477143,1.2567337,0.93645054,0.22404999,-0.099120766,1.0146039,1.1423026,0.23534906,0.3186237,1.0728804,1.0400819,0.7961452,0.4710183,0.8996485,1.0947208,0.6591909,0.3361483,0.78786474,792.1612,823.9927,805.4579,799.011,843.73627,-0.35723876953125,0.1424560546875,0.911376953125,0.964508056640625,-2.190704345703125,0.16448974609375,1.0,1.0,1.0,1.0,1.0,95.0,event
14:17:11.023,1.0962944,0.7964002,0.6477143,1.2567337,0.93645054,0.22404999,-0.099120766,1.0146039,1.1423026,0.23534906,0.3186237,1.0728804,1.0400819,0.7961452,0.4710183,0.8996485,1.0947208,0.6591909,0.3361483,0.78786474,814.7253,821.978,805.05493,810.696,670.4762,-0.35723876953125,0.1424560546875,0.911376953125,0.964508056640625,-2.190704345703125,0.16448974609375,1.0,1.0,1.0,1.0,1.0,95.0,event
14:17:11.024,1.0962944,0.7964002,0.6477143,1.2567337,0.93645054,0.22404999,-0.099120766,1.0146039,1.1423026,0.23534906,0.3186237,1.0728804,1.0400819,0.7961452,0.4710183,0.8996485,1.0947208,0.6591909,0.3361483,0.78786474,818.3516,830.84247,806.26373,811.0989,736.1539,-0.35723876953125,0.1424560546875,0.911376953125,0.964508056640625,-2.190704345703125,0.16448974609375,1.0,1.0,1.0,1.0,1.0,95.0,event
14:17:11.024,1.0962944,0.7964002,0.6477143,1.2567337,0.93645054,0.22404999,-0.099120766,1.0146039,1.1423026,0.23534906,0.3186237,1.0728804,1.0400819,0.7961452,0.4710183,0.8996485,1.0947208,0.6591909,0.3361483,0.78786474,796.5934,828.4249,807.0696,809.89014,927.1429,-0.35723876953125,0.1424560546875,0.911376953125,0.964508056640625,-2.190704345703125,0.16448974609375,1.0,1.0,1.0,1.0,1.0,95.0,event
14:17:11.025,1.0962944,0.7964002,0.6477143,1.2567337,0.93645054,0.22404999,-0.099120766,1.0146039,1.1423026,0.23534906,0.3186237,1.0728804,1.0400819,0.7961452,0.4710183,0.8996485,1.0947208,0.6591909,0.3361483,0.78786474,791.75824,825.2015,808.68134,805.8608,986.77655,-0.35723876953125,0.1424560546875,0.911376953125,0.964508056640625,-2.190704345703125,0.16448974609375,1.0,1.0,1.0,1.0,1.0,95.0,event
14:17:11.025,1.0962944,0.7964002,0.6477143,1.2567337,0.93645054,0.22404999,-0.099120766,1.0146039,1.1423026,0.23534906,0.3186237,1.0728804,1.0400819,0.7961452,0.4710183,0.8996485,1.0947208,0.6591909,0.3361483,0.78786474,805.05493,823.1868,809.0842,801.8315,712.7839,-0.35723876953125,0.1424560546875,0.911376953125,0.964508056640625,-2.190704345703125,0.16448974609375,1.0,1.0,1.0,1.0,1.0,95.0,event
14:17:11.026,1.0962944,0.7964002,0.6477143,1.2567337,0.93645054,0.22404999,-0.099120766,1.0146039,1.1423026,0.23534906,0.3186237,1.0728804,1.0400819,0.7961452,0.4710183,0.8996485,1.0947208,0.6591909,0.3361483,0.78786474,813.1135,835.2747,810.696,807.47253,614.4689,-0.35723876953125,0.1424560546875,0.911376953125,0.964508056640625,-2.190704345703125,0.16448974609375,1.0,1.0,1.0,1.0,1.0,95.0,event
